"","Region","Ethnicity","Religion","Highest.education.qualification","Frequency.of.all.media.combined","Working.status","Welth.index","Right","Wrong","Total"
"786","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Fourth",5,1,6
"787","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Highest",1,0,1
"788","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Lowest",4,0,4
"789","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Middle",7,1,8
"790","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Second",3,0,3
"791","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Fourth",1,0,1
"792","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Lowest",1,0,1
"793","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Middle",5,1,6
"794","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Second",2,1,3
"795","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Middle",1,0,1
"796","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Second",0,1,1
"797","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","Yes","Lowest",1,0,1
"798","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","Yes","Second",0,1,1
"799","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Not at all","No","Middle",1,0,1
"800","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Not at all","No","Second",1,0,1
"801","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Not at all","Yes","Lowest",1,1,2
"802","North Eastern","Sinhala","Buddhist","Passed Grade 1-5","Not at all","Yes","Second",2,0,2
"803","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Fourth",88,7,95
"804","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Highest",29,2,31
"805","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Lowest",21,4,25
"806","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Middle",159,22,181
"807","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Second",74,8,82
"808","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Fourth",29,6,35
"809","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Highest",12,1,13
"810","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Lowest",6,1,7
"811","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Middle",50,6,56
"812","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Second",42,8,50
"813","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Fourth",7,2,9
"814","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Highest",2,0,2
"815","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Lowest",6,0,6
"816","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Middle",13,1,14
"817","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Second",5,1,6
"818","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Fourth",4,0,4
"819","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Highest",1,0,1
"820","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Lowest",4,0,4
"821","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Middle",7,1,8
"822","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Second",5,0,5
"823","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Fourth",2,0,2
"824","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Lowest",3,0,3
"825","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Middle",2,0,2
"826","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Second",2,0,2
"827","North Eastern","Sinhala","Buddhist","Passed Grade 6-10","Not at all","Yes","Lowest",1,2,3
"828","North Eastern","Sinhala","Hindu","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"829","North Eastern","Sinhala","Islam","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"830","North Eastern","Sinhala","Islam","Passed Grade 6-10","Less than once a week","No","Fourth",1,0,1
"831","North Eastern","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",1,0,1
"832","North Eastern","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"833","North Eastern","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",1,0,1
"834","North Eastern","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Second",1,0,1
"835","North Eastern","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",0,1,1
"836","North Eastern","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"837","North Eastern","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Second",1,0,1
"838","North Eastern","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Highest",2,0,2
"839","North Eastern","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Lowest",1,0,1
"840","North Eastern","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"841","North Eastern","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","Yes","Second",1,0,1
"842","North Eastern","Sinhala","Other Christian","Passed Grade 6-10","Less than once a week","No","Second",1,0,1
"843","North Eastern","Sinhala","Roman Catholic","Degree and above","At least once a week","No","Highest",2,0,2
"844","North Eastern","Sinhala","Roman Catholic","Degree and above","At least once a week","Yes","Fourth",1,0,1
"845","North Eastern","Sinhala","Roman Catholic","Degree and above","At least once a week","Yes","Highest",6,0,6
"846","North Eastern","Sinhala","Roman Catholic","Degree and above","At least once a week","Yes","Second",1,0,1
"847","North Eastern","Sinhala","Roman Catholic","No education","At least once a week","Yes","Middle",2,0,2
"848","North Eastern","Sinhala","Roman Catholic","No education","At least once a week","Yes","Second",1,0,1
"849","North Eastern","Sinhala","Roman Catholic","No education","Less than once a week","Yes","Second",0,1,1
"850","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",8,0,8
"851","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",10,0,10
"852","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",1,0,1
"853","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",2,0,2
"854","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"855","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",5,0,5
"856","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Lowest",0,1,1
"857","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"858","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",2,0,2
"859","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",0,1,1
"860","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Highest",0,1,1
"861","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",10,0,10
"862","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",6,1,7
"863","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",1,0,1
"864","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",4,0,4
"865","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",3,0,3
"866","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"867","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",2,1,3
"868","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",2,0,2
"869","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Second",1,0,1
"870","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",0,1,1
"871","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Middle",1,0,1
"872","North Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Not at all","No","Fourth",1,0,1
"873","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","No","Fourth",2,0,2
"874","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","No","Lowest",1,0,1
"875","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","No","Middle",3,0,3
"876","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","No","Second",2,1,3
"877","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","Yes","Fourth",2,0,2
"878","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","Yes","Lowest",4,1,5
"879","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","Yes","Middle",0,1,1
"880","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","Yes","Second",1,0,1
"881","North Eastern","Sinhala","Roman Catholic","Passed Grade 1-5","Less than once a week","Yes","Middle",1,0,1
"882","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Fourth",28,3,31
"883","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Highest",9,3,12
"884","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Lowest",5,0,5
"885","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Middle",32,3,35
"886","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Second",16,2,18
"887","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Fourth",6,1,7
"888","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Highest",6,1,7
"889","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Lowest",1,0,1
"890","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Middle",8,0,8
"891","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Second",2,0,2
"892","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Lowest",2,0,2
"893","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Middle",3,0,3
"894","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Second",3,0,3
"895","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","Yes","Lowest",0,1,1
"896","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","Yes","Second",1,0,1
"897","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Not at all","No","Lowest",1,0,1
"898","North Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Not at all","Yes","Second",1,0,1
"899","North Eastern","Sri Lanka Moor/Muslim","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"900","North Eastern","Sri Lanka Moor/Muslim","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",0,1,1
"901","North Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","No","Fourth",2,0,2
"902","North Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Fourth",1,0,1
"903","North Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Highest",2,0,2
"904","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",6,1,7
"905","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",6,2,8
"906","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",4,0,4
"907","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",0,1,1
"908","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",2,1,3
"909","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",2,1,3
"910","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"911","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",1,0,1
"912","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",0,1,1
"913","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",1,0,1
"914","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Not at all","No","Lowest",1,0,1
"915","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",2,0,2
"916","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",9,2,11
"917","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",1,0,1
"918","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",6,2,8
"919","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",7,1,8
"920","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Second",2,1,3
"921","North Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Not at all","No","Fourth",1,0,1
